;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;istest;label
16047;16047;7680;6600;36.0;42.0;36.0;2200000.0;11.43;24;72.0;251460.0;0;0;0;1;1;0;1948540.0;64951.33333333334;44.0;2014;2;1;4;1;0;29;11;437856.5656846549;313671.6793187913;31.61133636609692;367332.77090690075;0;1
17937;17937;5097;7263;79.0;31.0;47.0;2000000.0;22.9;12;80.0;458000.0;0;0;3;0;0;0;1542000.0;51400.0;32.0;2013;3;0;7;2;4;12;17;348407.7354765545;354195.0145666767;28.630300939908953;344747.6512061669;0;1
2464;2464;6722;7293;30.0;29.0;31.0;2294100.0;23.46;17;74.0;538195.86;0;0;0;1;0;0;1755904.14;58530.138000000006;30.41666666666667;2013;2;0;4;2;0;7;39;348407.7354765545;313671.6793187913;30.73905029976644;367332.77090690075;0;1
5365;5365;13929;6612;364.0;57.0;424.0;2300000.0;21.45;24;364.0;493350.0;0;0;0;1;0;0;1806650.0;60221.66666666666;59.0;2014;4;1;64;2;0;56;39;437856.5656846549;313671.6793187913;31.61133636609692;636250.9515277776;0;1
127;127;4667;3060;133.0;41.0;162.0;2330000.0;15.88;24;133.0;370004.0;0;1;0;2;1;0;1959996.0;65333.2;43.0;2012;8;1;49;1;0;44;23;437856.5656846549;636429.0148717947;31.61133636609692;364153.9046530612;0;1
11480;11480;5061;2009;42.0;48.0;154.0;2088995.0;13.02;24;154.0;271987.149;0;1;0;2;1;0;1817007.851;60566.92836666668;50.0;2011;2;1;13;1;0;17;26;437856.5656846549;636429.0148717947;31.61133636609692;403923.1946232877;0;1
19279;19279;1846;1888;28.0;31.0;35.0;2105100.0;22.239139006638;20;63.0;468156.1152287365;0;0;0;0;0;0;1636943.8847712637;54564.79615904212;32.666666666666664;2017;2;0;4;2;0;2;11;348407.7354765545;354195.0145666767;29.537066352326065;367332.77090690075;0;1
14487;14487;9955;4079;2.0;37.0;128.0;2246325.0;20.39;12;3.0;458025.6675;0;0;0;1;0;0;1788299.3325;59609.97775;38.0;2012;0;0;17;2;4;1;39;348407.7354765545;313671.6793187913;28.630300939908953;366521.2754749999;0;1
19902;19902;5757;6589;119.0;49.0;31.0;2035500.0;20.04;12;119.0;407914.2;0;1;2;1;1;0;1627585.8;54252.86;50.0;2014;7;1;4;2;4;16;11;437856.5656846549;313671.6793187913;28.630300939908953;367332.77090690075;0;1
22341;22341;3514;7277;66.0;35.0;66.0;2093929.0;18.66;24;66.0;390727.1514;0;1;0;2;0;0;1703201.8486;56773.39495333332;37.0;2013;1;0;2;1;0;2;11;348407.7354765545;636429.0148717947;31.61133636609692;380339.13418342726;0;1
18445;18445;6366;3009;14.0;41.0;194.0;2068800.0;19.08;24;15.0;394727.04;0;1;0;1;1;0;1674072.96;55802.432;43.0;2012;0;1;45;1;0;10;11;437856.5656846549;313671.6793187913;31.61133636609692;514802.4447674418;0;1
4231;4231;404;6620;78.0;46.0;197.0;2400000.0;20.06;24;111.0;481440.0;0;0;0;0;1;0;1918560.0;63952.0;48.0;2014;3;1;45;2;0;15;23;437856.5656846549;354195.0145666767;31.61133636609692;514802.4447674418;1;1
9114;9114;6895;899;25.0;54.0;124.0;2000000.0;19.78;24;124.0;395600.0;0;1;0;2;0;0;1604400.0;53480.0;56.0;2011;0;1;51;1;0;50;17;437856.5656846549;636429.0148717947;31.61133636609692;354672.1637394959;0;1
4537;4537;14469;701;49.0;54.0;83.0;1939082.0;16.54;24;277.0;320724.1628;0;0;0;2;1;0;1618357.8372;53945.26124;56.0;2012;2;1;25;1;0;61;17;437856.5656846549;636429.0148717947;31.61133636609692;405378.0481848188;1;1
6351;6351;5802;5696;25.0;33.0;48.0;2090300.0;21.53;18;48.0;450041.59;0;0;0;1;0;1;1640258.41;54675.28033333333;34.5;2011;0;0;7;2;0;9;26;348407.7354765545;313671.6793187913;30.76080107132262;344747.6512061669;0;1
18390;18390;7126;6611;107.0;35.0;151.0;2300000.0;12.13;48;107.0;278990.0;0;1;0;3;1;0;2021010.0;67367.0;39.0;2014;7;0;13;1;1;18;39;348407.7354765545;462765.74141768547;31.285981228209238;403923.1946232877;0;1
2866;2866;9172;6561;15.0;41.0;24.0;1900000.0;21.17;24;15.0;402230.0;0;0;0;2;0;0;1497770.0;49925.66666666666;43.0;2014;0;1;15;2;0;10;13;437856.5656846549;636429.0148717947;31.61133636609692;343394.4938213339;1;1
1078;1078;7657;6077;2.0;31.0;10.0;2360577.85;19.4;12;51.0;457952.1029;0;0;2;0;0;0;1902625.7471;63420.85823666668;32.0;2012;0;0;29;1;4;8;23;348407.7354765545;354195.0145666767;28.630300939908953;383142.03691812354;2;1
2537;2537;4158;6597;66.0;50.0;139.0;2160000.0;22.37;24;152.0;483192.0;0;0;0;2;0;0;1676808.0;55893.6;52.0;2014;1;1;16;2;0;17;32;437856.5656846549;636429.0148717947;31.61133636609692;388715.8219059408;1;1
16316;16316;4804;6617;61.0;57.0;62.0;2400000.0;15.97;24;88.0;383280.0;0;0;0;0;0;0;2016720.0;67224.0;59.0;2014;1;1;2;1;0;5;23;437856.5656846549;354195.0145666767;31.61133636609692;380339.13418342726;0;1
16800;16800;2156;2213;14.0;41.0;144.0;2000000.0;20.116068306164;24;20.0;402321.36612328;0;0;2;4;0;0;1597678.63387672;53255.95446255733;43.0;2017;0;1;16;2;0;0;11;437856.5656846549;404381.37075;31.61133636609692;388715.8219059408;0;1
20534;20534;1206;7251;72.0;35.0;73.0;1870662.77;21.1;24;95.0;394709.84447000007;0;1;0;2;0;0;1475952.92553;49198.430851;37.0;2013;1;0;12;2;0;20;13;348407.7354765545;636429.0148717947;31.61133636609692;387693.48423541867;0;1
2124;2124;989;551;154.0;55.0;261.0;2000000.0;21.17;10;156.0;423400.0;0;1;0;2;0;0;1576600.0;52553.33333333334;55.83333333333334;2012;6;1;43;2;4;17;11;437856.5656846549;636429.0148717947;28.41662926615523;442533.7592929294;0;1
2807;2807;17605;298;47.0;57.0;215.0;2008900.0;15.02;24;198.0;301736.78;0;1;0;2;0;0;1707163.22;56905.44066666668;59.0;2012;2;1;62;1;0;43;26;437856.5656846549;636429.0148717947;31.61133636609692;460490.761140351;1;1
19288;19288;13718;6562;66.0;40.0;54.0;1900000.0;15.58;24;98.0;296020.0;0;1;0;2;0;0;1603980.0;53466.0;42.0;2014;1;0;22;1;0;26;13;348407.7354765545;636429.0148717947;31.61133636609692;335757.89816463424;0;1
1181;1181;7775;3008;1.0;41.0;181.0;2150000.0;18.36;24;2.0;394740.0;0;1;0;1;0;0;1755260.0;58508.66666666666;43.0;2012;0;1;59;1;0;1;11;437856.5656846549;313671.6793187913;31.61133636609692;335054.05065637076;1;1
3907;3907;12008;7299;84.0;30.0;44.0;2393693.0;16.81;24;85.0;402379.7933;0;0;2;0;1;0;1991313.2067;66377.10689;32.0;2013;3;0;7;1;0;5;23;348407.7354765545;354195.0145666767;31.61133636609692;344747.6512061669;0;1
1693;1693;6424;7265;46.0;35.0;81.0;2000000.0;18.71;12;51.0;374200.0;0;0;2;1;0;0;1625800.0;54193.33333333334;36.0;2013;2;0;25;1;4;8;17;348407.7354765545;313671.6793187913;28.630300939908953;405378.0481848188;2;1
20592;20592;2604;2681;28.0;35.0;35.0;2113000.0;9.7581495569416;24;50.0;206189.700138176;0;0;0;0;2;0;1906810.2998618241;63560.34332872746;37.0;2017;2;0;4;3;0;8;11;348407.7354765545;354195.0145666767;31.61133636609692;367332.77090690075;0;1
6745;6745;2301;7264;34.0;33.0;54.0;2000000.0;20.12;24;35.0;402400.0;0;0;0;1;1;0;1597600.0;53253.33333333334;35.0;2013;2;0;22;2;0;13;11;348407.7354765545;313671.6793187913;31.61133636609692;335757.89816463424;0;1
7095;7095;466;479;23.0;37.0;32.0;2408600.0;22.537633677953;36;134.0;542841.4447671759;0;0;0;1;1;0;1865758.555232824;62191.95184109414;40.0;2017;0;0;4;2;2;44;11;348407.7354765545;313671.6793187913;31.286291191230358;367332.77090690075;0;1
17828;17828;17983;7295;77.0;50.0;83.0;2300000.0;22.27;18;402.0;512210.0;0;0;0;1;1;0;1787790.0;59593.0;51.5;2013;3;1;25;2;0;66;39;437856.5656846549;313671.6793187913;30.76080107132262;405378.0481848188;0;1
1646;1646;4287;6571;135.0;56.0;264.0;1988000.0;23.57;24;135.0;468571.6;0;1;0;2;0;0;1519428.4;50647.61333333333;58.0;2014;8;1;43;2;0;44;11;437856.5656846549;636429.0148717947;31.61133636609692;442533.7592929294;0;1
21860;21860;5257;6570;66.0;53.0;393.0;1973734.0;19.99;24;236.0;394549.4266;0;0;0;3;1;0;1579184.5734;52639.48578;55.0;2014;1;1;56;1;0;52;11;437856.5656846549;462765.74141768547;31.61133636609692;545857.4711392404;0;1
12942;12942;8657;2713;25.0;44.0;18.0;2219952.0;12.33;12;176.0;273720.0816;0;0;0;2;0;0;1946231.9184;64874.39728000001;45.0;2011;0;1;1;1;4;21;39;437856.5656846549;636429.0148717947;28.630300939908953;354620.2513569526;0;1
2969;2969;13854;7302;30.0;32.0;31.0;2446000.0;24.09;12;77.0;589241.4;0;1;0;1;0;0;1856758.6;61891.95333333334;33.0;2013;2;0;4;2;4;7;24;348407.7354765545;313671.6793187913;28.630300939908953;367332.77090690075;1;1
21736;21736;3366;3460;54.0;38.0;61.0;2249588.22;19.658135845523;26;93.0;442227.10825248284;0;1;2;1;2;0;1807361.1117475173;60245.370391583914;40.16666666666666;2017;1;0;2;1;2;20;11;348407.7354765545;313671.6793187913;31.639506159600487;380339.13418342726;0;1
29;29;8767;6586;34.0;34.0;34.0;2021616.0;22.66;12;35.0;458098.1856;0;0;0;1;0;0;1563517.8144;52117.26048;35.0;2014;2;0;4;2;4;13;26;348407.7354765545;313671.6793187913;28.630300939908953;367332.77090690075;2;1
7156;7156;3030;7261;56.0;36.0;57.0;1977090.29;19.96;24;57.0;394627.221884;0;1;0;2;0;0;1582463.068116;52748.7689372;38.0;2013;1;0;6;1;0;4;11;348407.7354765545;636429.0148717947;31.61133636609692;354968.68031732173;0;1
17606;17606;1700;1740;51.0;39.0;70.0;2329198.6;19.35014567033;24;132.0;450703.32205128705;0;1;0;3;0;0;1878495.2779487127;62616.50926495711;41.0;2017;1;0;3;1;0;28;11;348407.7354765545;462765.74141768547;31.61133636609692;369368.16014648456;0;1
129;129;1421;2737;62.0;42.0;89.0;2000000.0;22.9;12;73.0;458000.0;0;0;0;0;0;0;1542000.0;51400.0;43.0;2012;1;1;5;2;4;7;11;437856.5656846549;354195.0145666767;28.630300939908953;413331.5938060608;2;1
14495;14495;13986;6581;113.0;37.0;197.0;2000000.0;19.16;24;113.0;383200.0;0;1;0;1;0;0;1616800.0;53893.33333333334;39.0;2014;7;0;45;1;0;15;17;348407.7354765545;313671.6793187913;31.61133636609692;514802.4447674418;0;1
2776;2776;657;1627;53.0;48.0;171.0;2241602.0;12.54;24;171.0;281096.8908;0;0;0;2;1;0;1960505.1092;65350.17030666668;50.0;2012;1;1;14;1;0;22;11;437856.5656846549;636429.0148717947;31.61133636609692;386436.1494382022;1;1
9890;9890;16655;1013;319.0;52.0;323.0;2013731.0;24.69;24;319.0;497190.1839;0;1;0;3;1;0;1516540.8161;50551.36053666667;54.0;2012;4;1;70;2;0;40;26;437856.5656846549;462765.74141768547;31.61133636609692;549526.4686206896;0;1
19518;19518;15657;6580;56.0;50.0;144.0;2000000.0;19.54;24;56.0;390800.0;0;1;0;1;0;0;1609200.0;53640.0;52.0;2014;1;1;16;1;0;4;17;437856.5656846549;313671.6793187913;31.61133636609692;388715.8219059408;0;1
16558;16558;4053;6577;66.0;37.0;30.0;2000000.0;20.12;24;68.0;402400.0;0;0;2;0;1;0;1597600.0;53253.33333333334;39.0;2014;1;0;21;2;0;29;17;348407.7354765545;354195.0145666767;31.61133636609692;383292.923074868;0;1
10245;10245;16809;7311;32.0;53.0;60.0;2500000.0;20.12;24;32.0;503000.0;0;0;0;0;1;0;1997000.0;66566.66666666669;55.0;2013;2;1;6;2;0;13;24;437856.5656846549;354195.0145666767;31.61133636609692;354968.68031732173;0;1
18084;18084;782;617;319.0;55.0;319.0;1942201.0;20.32;24;319.0;394655.2432;0;0;0;2;0;0;1547545.7568;51584.85856;57.0;2012;4;1;70;2;0;40;17;437856.5656846549;636429.0148717947;31.61133636609692;549526.4686206896;0;1
17290;17290;12477;6615;55.0;49.0;116.0;2343100.0;17.17;24;55.0;402310.2700000001;0;0;0;0;1;0;1940789.73;64692.990999999995;51.0;2014;1;1;26;1;0;4;23;437856.5656846549;354195.0145666767;31.61133636609692;407503.0181769909;0;1
21957;21957;2378;4744;29.0;36.0;45.0;2200000.0;23.95;20;29.0;526900.0;0;1;0;1;1;0;1673100.0;55770.0;37.66666666666666;2011;2;0;7;2;0;3;32;348407.7354765545;313671.6793187913;29.537066352326065;344747.6512061669;0;1
12658;12658;1025;1054;3.0;48.0;77.0;2222000.0;15.598114752030005;36;10.0;346590.1097901067;0;1;0;1;0;0;1875409.8902098928;62513.66300699644;51.0;2017;0;1;12;1;2;11;11;437856.5656846549;313671.6793187913;31.286291191230358;387693.48423541867;0;1
2667;2667;4555;7294;97.0;34.0;66.0;2300000.0;15.42;36;97.0;354660.0;0;0;0;1;0;0;1945340.0;64844.66666666666;37.0;2013;3;0;2;1;2;26;11;348407.7354765545;313671.6793187913;31.286291191230358;380339.13418342726;1;1
7990;7990;197;7275;99.0;34.0;72.0;2087000.0;23.41;24;99.0;488566.7;0;1;0;2;0;0;1598433.3;53281.11;36.0;2013;3;0;3;2;0;26;11;348407.7354765545;636429.0148717947;31.61133636609692;369368.16014648456;0;1
714;714;449;462;7.0;39.0;15.0;2280479.76;17.696580965296;48;158.0;403566.9471255879;0;1;0;1;1;0;1876912.812874412;62563.76042914706;43.0;2017;0;0;1;1;1;32;11;348407.7354765545;313671.6793187913;31.285981228209238;354620.2513569526;2;1
7683;7683;7262;7300;117.0;45.0;132.0;2400000.0;20.55;24;117.0;493200.0;0;1;0;2;0;0;1906800.0;63560.0;47.0;2013;7;1;17;2;0;16;11;437856.5656846549;636429.0148717947;31.61133636609692;366521.2754749999;0;1
10506;10506;148;6584;19.0;48.0;304.0;2000000.0;19.73;24;83.0;394600.0;0;1;1;3;0;0;1605400.0;53513.33333333334;50.0;2014;0;1;44;1;0;12;17;437856.5656846549;462765.74141768547;31.61133636609692;476005.1097674418;0;1
21272;21272;3070;3158;29.0;35.0;139.0;2180500.0;21.264635379824;24;118.0;463675.3744570624;0;0;0;1;0;0;1716824.6255429378;57227.48751809793;37.0;2017;2;0;16;2;0;16;11;348407.7354765545;313671.6793187913;31.61133636609692;388715.8219059408;0;1
8720;8720;3248;6583;278.0;47.0;285.0;2000000.0;19.16;24;278.0;383200.0;0;0;0;1;0;0;1616800.0;53893.33333333334;49.0;2014;4;1;8;1;0;61;11;437856.5656846549;313671.6793187913;31.61133636609692;490556.8287234042;0;1
1035;1035;13129;1819;25.0;49.0;117.0;2300000.0;16.52;18;239.0;379960.0;0;0;0;0;1;0;1920040.0;64001.33333333334;50.5;2011;0;1;26;1;0;52;39;437856.5656846549;354195.0145666767;30.76080107132262;407503.0181769909;1;1
10752;10752;17648;6585;27.0;34.0;44.0;2008067.22;17.53;24;29.0;352014.183666;0;0;0;2;1;0;1656053.036334;55201.7678778;36.0;2014;2;0;7;1;0;3;26;348407.7354765545;636429.0148717947;31.61133636609692;344747.6512061669;0;1
3886;3886;4282;7606;2.0;21.0;22.0;1883180.0;20.4;18;2.0;384168.72;0;0;0;0;0;0;1499011.28;49967.04266666667;22.5;2012;0;0;15;2;0;1;13;348407.7354765545;354195.0145666767;30.76080107132262;343394.4938213339;1;1
2436;2436;69;70;0.0;43.0;38.0;1880000.0;14.075028678699;48;181.0;264610.5391595412;0;1;0;2;1;0;1615389.4608404587;53846.315361348636;47.0;2017;0;1;18;1;1;39;11;437856.5656846549;636429.0148717947;31.285981228209238;361661.5960337501;0;1
14980;14980;2857;7260;44.0;35.0;51.0;1932000.0;25.78;24;45.0;498069.6;0;0;0;1;0;0;1433930.4;47797.68;37.0;2013;2;0;22;2;0;9;11;348407.7354765545;313671.6793187913;31.61133636609692;335757.89816463424;0;1
19866;19866;6446;5137;7.0;35.0;35.0;1946517.0;20.72;24;9.0;403318.3224;0;0;0;1;1;0;1543198.6776;51439.95592;37.0;2011;0;0;4;2;0;11;11;348407.7354765545;313671.6793187913;31.61133636609692;367332.77090690075;0;1
350;350;10030;3024;1.0;43.0;96.0;2211860.0;22.79;24;5.0;504082.894;0;0;0;0;0;0;1707777.106;56925.90353333334;45.0;2011;0;1;27;2;0;1;39;437856.5656846549;354195.0145666767;31.61133636609692;369619.3079726029;2;1
3513;3513;2556;2633;253.0;47.0;265.0;2349359.0;20.068399144586998;12;260.0;471478.7414592776;0;1;0;2;0;1;1877880.2585407225;62596.00861802408;48.0;2017;4;1;20;2;4;31;11;437856.5656846549;636429.0148717947;28.630300939908953;449082.1656470589;0;1
2642;2642;11073;6606;78.0;51.0;113.0;2262000.0;19.73;12;207.0;446292.6;0;0;0;0;1;1;1815707.4;60523.58;52.0;2014;3;1;19;1;4;49;39;437856.5656846549;354195.0145666767;28.630300939908953;359955.8313592235;1;1
9902;9902;1197;7288;28.0;45.0;210.0;2200000.0;13.08;20;28.0;287760.0;0;1;0;2;0;0;1912240.0;63741.33333333334;46.66666666666666;2013;2;1;47;1;0;3;32;437856.5656846549;636429.0148717947;29.537066352326065;442153.30206896545;0;1
1660;1660;3999;1303;1.0;52.0;54.0;2113298.0;23.4;24;2.0;494511.732;0;0;0;0;0;0;1618786.2680000004;53959.54226666667;54.0;2011;0;1;22;2;0;1;32;437856.5656846549;354195.0145666767;31.61133636609692;335757.89816463424;0;1
560;560;7056;6608;116.0;51.0;116.0;2265468.08;17.76;24;117.0;402347.13100800005;0;0;0;1;0;0;1863120.9489919997;62104.03163306668;53.0;2014;7;1;26;1;0;16;39;437856.5656846549;313671.6793187913;31.61133636609692;407503.0181769909;0;1
2307;2307;4705;5178;73.0;35.0;76.0;1905227.5;20.72;24;74.0;394763.138;0;1;0;2;0;0;1510464.362;50348.81206666666;37.0;2011;1;0;12;2;0;7;17;348407.7354765545;636429.0148717947;31.61133636609692;387693.48423541867;1;1
3758;3758;59;6601;54.0;32.0;88.0;2200000.0;14.35;12;82.0;315700.0;0;0;0;2;0;0;1884300.0;62810.0;33.0;2014;1;0;5;1;4;12;11;348407.7354765545;636429.0148717947;28.630300939908953;413331.5938060608;0;1
2016;2016;6251;7268;128.0;34.0;162.0;2000000.0;25.29;13;129.0;505800.0;0;0;2;1;0;0;1494200.0;49806.66666666666;35.083333333333336;2013;8;0;49;2;0;28;11;348407.7354765545;313671.6793187913;31.168725276110486;364153.9046530612;2;1
1041;1041;10451;1620;25.0;50.0;119.0;2441319.34;22.42;12;104.0;547343.7960280001;0;0;0;2;1;0;1893975.543972;63132.51813239999;51.0;2011;0;1;26;2;4;18;24;437856.5656846549;636429.0148717947;28.630300939908953;407503.0181769909;2;1
2901;2901;3419;7308;22.0;48.0;24.0;2500000.0;20.49;18;104.0;512250.0;0;0;0;1;0;1;1987750.0;66258.33333333331;49.5;2013;0;1;15;2;0;18;24;437856.5656846549;313671.6793187913;30.76080107132262;343394.4938213339;1;1
6398;6398;14289;6614;27.0;40.0;173.0;2325000.0;23.14;17;28.0;538005.0;0;0;0;0;1;0;1786995.0;59566.5;41.41666666666666;2014;2;0;14;2;0;3;23;348407.7354765545;354195.0145666767;30.73905029976644;386436.1494382022;0;1
2658;2658;6840;1265;60.0;51.0;84.0;2034000.0;22.29;12;178.0;453378.6;0;0;0;0;0;1;1580621.4;52687.38;52.0;2012;1;1;25;2;4;21;11;437856.5656846549;354195.0145666767;28.630300939908953;405378.0481848188;2;1
10837;10837;18449;6618;54.0;30.0;64.0;2400000.0;16.28;24;95.0;390720.0;0;1;0;1;0;0;2009280.0;66976.0;32.0;2014;1;0;2;1;0;20;23;348407.7354765545;313671.6793187913;31.61133636609692;380339.13418342726;0;1
18694;18694;851;6576;20.0;36.0;20.0;2000000.0;17.85;12;68.0;357000.0;0;0;0;1;0;0;1643000.0;54766.66666666666;37.0;2014;0;0;15;1;4;29;11;348407.7354765545;313671.6793187913;28.630300939908953;343394.4938213339;0;1
2746;2746;7691;487;37.0;57.0;21.0;1916250.39;14.34;12;70.0;274790.305926;0;1;0;2;0;0;1641460.084074;54715.336135800004;58.0;2011;2;1;15;1;4;29;11;437856.5656846549;636429.0148717947;28.630300939908953;343394.4938213339;0;1
3777;3777;16553;7274;129.0;35.0;41.0;2080244.12;18.97;24;129.0;394622.309564;0;1;0;2;1;0;1685621.810436;56187.39368119999;37.0;2013;8;0;18;1;0;28;26;348407.7354765545;636429.0148717947;31.61133636609692;361661.5960337501;1;1
20051;20051;342;6579;54.0;51.0;81.0;2000000.0;25.04;18;108.0;500800.0;0;1;0;1;0;0;1499200.0;49973.33333333334;52.5;2014;1;1;25;2;0;18;17;437856.5656846549;313671.6793187913;30.76080107132262;405378.0481848188;0;1
11491;11491;8854;1137;52.0;51.0;77.0;2067929.12;19.94;12;53.0;412345.066528;0;0;0;1;0;0;1655584.0534720004;55186.13511573334;52.0;2012;1;1;12;1;4;8;26;437856.5656846549;313671.6793187913;28.630300939908953;387693.48423541867;0;1
12979;12979;382;393;267.0;56.0;347.0;2261547.0;11.525700072328;24;363.0;260659.1242147317;0;1;0;3;0;0;2000887.8757852684;66696.26252617562;58.0;2017;4;1;67;1;0;56;11;437856.5656846549;462765.74141768547;31.61133636609692;526373.3045454543;0;1
17368;17368;2913;2997;29.0;37.0;188.0;2300000.0;7.7997613807052995;60;120.0;179394.51175622188;0;1;3;3;2;0;2120605.4882437782;70686.84960812594;42.0;2017;2;0;30;3;3;16;11;348407.7354765545;462765.74141768547;30.86250662982543;469318.6734594594;0;1
11324;11324;3972;7273;41.0;40.0;221.0;2068800.0;19.08;24;42.0;394727.04;0;1;0;1;1;0;1674072.96;55802.432;42.0;2013;2;0;38;1;0;6;26;348407.7354765545;313671.6793187913;31.61133636609692;406227.7308593751;0;1
2620;2620;1545;7303;66.0;35.0;67.0;2470000.0;19.7;24;75.0;486590.0;0;0;0;2;1;0;1983410.0;66113.66666666669;37.0;2013;1;0;3;1;0;7;11;348407.7354765545;636429.0148717947;31.61133636609692;369368.16014648456;1;1
3234;3234;6804;2780;64.0;44.0;96.0;2300000.0;19.79;23;64.0;455170.0;0;0;0;2;1;0;1844830.0;61494.33333333334;45.91666666666666;2011;1;1;27;1;0;2;11;437856.5656846549;636429.0148717947;31.991199586500336;369619.3079726029;0;1
13987;13987;3254;3345;5.0;46.0;11.0;2430000.0;21.212932112981;24;75.0;515474.2503454384;0;0;0;0;0;0;1914525.7496545615;63817.52498848539;48.0;2017;0;1;29;2;0;7;11;437856.5656846549;354195.0145666767;31.61133636609692;383142.03691812354;0;1
11698;11698;928;953;0.0;34.0;18.0;1942867.0;16.304751565202;36;133.0;316779.63759229315;0;1;0;2;0;0;1626087.362407707;54202.912080256894;37.0;2017;0;0;1;1;2;44;11;348407.7354765545;636429.0148717947;31.286291191230358;354620.2513569526;0;1
1613;1613;15459;5257;47.0;34.0;47.0;2188834.0;20.92;12;63.0;457904.0728;0;1;2;1;0;0;1730929.9272;57697.66424;35.0;2011;2;0;7;2;4;2;32;348407.7354765545;313671.6793187913;28.630300939908953;344747.6512061669;0;1
3023;3023;4087;6574;54.0;54.0;124.0;1994533.2;20.17;24;318.0;402297.34644;0;0;0;2;0;0;1592235.85356;53074.528452;56.0;2014;1;1;51;2;0;41;11;437856.5656846549;636429.0148717947;31.61133636609692;354672.1637394959;0;1
2219;2219;13090;7296;38.0;40.0;120.0;2305382.0;14.18;24;26.0;326903.1676;0;0;0;1;1;1;1978478.8324;65949.29441333334;42.0;2013;2;0;26;1;0;3;23;348407.7354765545;313671.6793187913;31.61133636609692;407503.0181769909;0;1
